Area	Canonical Subtopic	Object tag	Technique tag	Lemma/Theorem tag	Proof role	Raw imported tag
Combinatorics	Graph theory	communication graph	gossip problem			GOSSIP PROBLEM
Combinatorics	Graph theory	graph labeling	graceful labeling			GRACEFUL LABELING
Combinatorics	Combinatorial algebra and counting	permutations	graceful permutation construction		construction	GRACEFUL PERMUTATION
Number Theory	Algebraic structures and linear algebra	Gram matrix	inner-product matrix			GRAM MATRIX
Combinatorics	Algebraic structures and linear algebra	Gram matrices	Gram matrix bounds		bound	GRAM MATRIX BOUNDS
Combinatorics	Combinatorial algebra and counting	graphs	averaging over graph		averaging	GRAPH / AVERAGING
Combinatorics	Combinatorial algebra and counting	river-crossing graph	state graph model			GRAPH / RIVER-CROSSING PUZZLE
Combinatorics	Combinatorial algebra and counting	graphs	graph algorithm			GRAPH ALGORITHMS
Algebra	Extremal methods, monotonicity, and invariants	graph coloring	coloring invariant		invariant	GRAPH COLORING/INVARIANTS
Combinatorics	Combinatorial algebra and counting	connectivity; non-bipartiteness	graph connectivity; parity/odd cycle		obstruction	GRAPH CONNECTIVITY/NON-BIPARTITENESS
Combinatorics	Combinatorial algebra and counting	graph constructions	constructive graph method		construction	GRAPH CONSTRUCTIONS
Combinatorics	Combinatorial algebra and counting	graph cuts; barriers	cut argument; barrier method		obstruction	GRAPH CUTS/BARRIERS
Algebra	Sequences, recurrences, and series	graph degree sequence	degree sequence recurrence/counting			GRAPH DEGREE SEQUENCE
Combinatorics	Combinatorial algebra and counting	graph degrees	degree counting		counting	GRAPH DEGREE/COUNTING
Combinatorics	Combinatorial algebra and counting	graph degrees	degree analysis			GRAPH DEGREES
Combinatorics	Combinatorial algebra and counting	graph distance	distance graph argument			GRAPH DISTANCE
Combinatorics	Combinatorial algebra and counting	graph distances	distance counting/structure			GRAPH DISTANCES
Combinatorics	Combinatorial algebra and counting	domination in graphs	domination argument			GRAPH DOMINATION
Combinatorics	Combinatorial algebra and counting	total domination	domination argument			GRAPH DOMINATION (TOTAL DOMINATION)
Combinatorics	Combinatorial algebra and counting	graph edges/vertices	double counting		counting	GRAPH DOUBLE COUNTING
Combinatorics	Combinatorial algebra and counting	graph edges	edge count			GRAPH EDGES
Combinatorics	Combinatorial algebra and counting	graph edges; coloring	edge-color relation			GRAPH EDGES VS COLORING
Combinatorics	Combinatorial algebra and counting	graph embeddings	embedding argument			GRAPH EMBEDDINGS
Combinatorics	Graph theory	graph games	game strategy on graph			GRAPH GAMES
Combinatorics	Combinatorial algebra and counting	Hamilton paths	graph path construction			GRAPH HAMILTON PATHS
Combinatorics	Combinatorial algebra and counting	Hamiltonicity	Hamilton cycle/path argument			GRAPH HAMILTONICITY
Algebra	Inequalities and optimization	graph parameters	graph inequality			GRAPH INEQUALITIES
Combinatorics	Graph theory	graph model	graph interpretation			GRAPH INTERPRETATION
Algebra	Extremal methods, monotonicity, and invariants	graphs	graph invariant		invariant	GRAPH INVARIANT
Combinatorics	Combinatorial algebra and counting	graph labels	labeling argument			GRAPH LABELS
Combinatorics	Combinatorial algebra and counting	knight graph matching	matching on graph	Hall-style matching	existence	GRAPH MATCHING (KNIGHT GRAPH)
Combinatorics	Combinatorial algebra and counting	graph model; degree parity	parity degree argument		parity	GRAPH MODEL/DEGREE PARITY
Combinatorics	Graph theory	graph model	graph modeling			GRAPH MODELING
Combinatorics	Combinatorial algebra and counting	graph motion	dynamic graph process			GRAPH MOTION
Combinatorics	Combinatorial algebra and counting	graph moves	reconfiguration/move graph			GRAPH MOVES
Combinatorics	Combinatorial algebra and counting	dissections	graph of dissections			GRAPH OF DISSECTIONS
Combinatorics	Combinatorial algebra and counting	jumps	graph of jumps			GRAPH OF JUMPS
Combinatorics	Combinatorial algebra and counting	graph operators	operator on graph			GRAPH OPERATORS
Combinatorics	Combinatorial algebra and counting	graph orientations	orientation argument			GRAPH ORIENTATIONS
Combinatorics	Combinatorial algebra and counting	graph packing	packing argument		extremal	GRAPH PACKING
Combinatorics	Combinatorial algebra and counting	Ramsey graph	graph Ramsey argument	Ramsey theorem		GRAPH RAMSEY
Combinatorics	Combinatorial algebra and counting	graph realization	realizability argument			GRAPH REALIZATION
Combinatorics	Combinatorial algebra and counting	graph reconstruction	reconstruction argument			GRAPH RECONSTRUCTION
Combinatorics	Combinatorial algebra and counting	graph regularity	regular graph structure			GRAPH REGULARITY
Combinatorics	Combinatorial algebra and counting	graph relation	relation graph model			GRAPH RELATION
Combinatorics	Combinatorial algebra and counting	graph representations	representation by graph			GRAPH REPRESENTATIONS
Combinatorics	Graph theory	graph scheduling	scheduling graph model			GRAPH SCHEDULING
Combinatorics	Combinatorial algebra and counting	graph switching	switching argument			GRAPH SWITCHING
Combinatorics	Combinatorial algebra and counting	forests; symmetry	graph theory; forest argument			GRAPH THEORY / FORESTS / SYMMETRY
Combinatorics	Combinatorial algebra and counting	Hamiltonian paths	parity argument		parity	GRAPH THEORY / HAMILTONIAN PATHS / PARITY
Combinatorics	Combinatorial algebra and counting	coloring; complement graph	Nordhaus-Gaddum type argument	Nordhaus-Gaddum theorem		GRAPH THEORY / NORDHAUS-GADDUM / COLORING
Combinatorics	Combinatorial algebra and counting	perfect matchings	matching theory	Hall/Tutte-style matching	existence	GRAPH THEORY / PERFECT MATCHINGS
Combinatorics	Combinatorial algebra and counting	trees; 1-Lipschitz maps	tree metric; Lipschitz map			GRAPH THEORY / TREES / 1-LIPSCHITZ MAPS
Algebra	Extremal methods, monotonicity, and invariants	extremal graphs	extremal graph theory		extremal	GRAPH THEORY/EXTREMAL GRAPH THEORY
Algebra	Extremal methods, monotonicity, and invariants	defective coloring	extremal coloring; Brooks-type argument	Brooks-type theorem	extremal	GRAPH THEORY; DEFECTIVE COLORING; EXTREMAL COLORING; BROOKS-TYPE ARGUMENTS
Combinatorics	Combinatorial algebra and counting	graphs; harmonic functions	linear algebra; maximum principle	Maximum principle	rigidity	GRAPH THEORY; LINEAR ALGEBRA; HARMONIC FUNCTIONS; MAXIMUM PRINCIPLE
Combinatorics	Combinatorial algebra and counting	graph tours	Euler/Hamilton-style tour argument			GRAPH TOURS
Combinatorics	Combinatorial algebra and counting	graph transformation	transformation argument			GRAPH TRANSFORMATION
Combinatorics	Combinatorial algebra and counting	graph transformations	transformation argument			GRAPH TRANSFORMATIONS
Combinatorics	Combinatorial algebra and counting	graph transpositions	transposition graph			GRAPH TRANSPOSITIONS
Combinatorics	Combinatorial algebra and counting	graphs	graph viewpoint			GRAPH VIEWPOINT
Combinatorics	Combinatorial algebra and counting	graph weights	weighted graph argument			GRAPH WEIGHTS
Combinatorics	Combinatorial algebra and counting	graph pairing	pairing argument		involution/pairing	GRAPH/PAIRING
Combinatorics	Combinatorial algebra and counting	graph path encoding	encoding by paths			GRAPH/PATH ENCODING
Combinatorics	Combinatorial algebra and counting	tree separator	separator argument		partition	GRAPH/TREE SEPARATOR
Algebra	Sequences, recurrences, and series	graphical sequences	degree sequence realization			GRAPHICAL SEQUENCES
Combinatorics	Combinatorial algebra and counting	graphing	graph representation			GRAPHING
Combinatorics	Combinatorial algebra and counting	graph edge decomposition	decomposition into edges/paths		decomposition	GRAPHS / EDGE DECOMPOSITION
Combinatorics	Combinatorial algebra and counting	graphs with degree constraints	degree counting/realization			GRAPHS WITH DEGREE CONSTRAINTS
Combinatorics	Combinatorial algebra and counting	graphs; block designs	incidence graph/block design			GRAPHS/BLOCK DESIGNS
Combinatorics	Combinatorial algebra and counting	common-neighbor graph	common-neighbor counting		counting	GRAPHS/COMMON-NEIGHBOR GRAPH
Combinatorics	Combinatorial algebra and counting	graphs; permutations	permutation graph/action			GRAPHS/PERMUTATIONS
Combinatorics	Combinatorial algebra and counting	strongly regular graphs	eigenvalue/common-neighbor analysis			GRAPHS/STRONGLY REGULAR
Combinatorics	Algorithms, automata, words, and constructive combinatorics	Gray code	construction by adjacent changes	Gray code construction	construction	GRAY-CODE STYLE CONSTRUCTIONS
Geometry	Spherical geometry	great circles	spherical geometry			GREAT CIRCLES
Combinatorics	Pigeonhole, extremal principle, and averaging	choices	greedy algorithm		construction	GREEDY ALGORITHM
Combinatorics	Algorithms, automata, words, and constructive combinatorics	greedy choice	greedy correctness proof		induction/exchange	GREEDY ALGORITHM CORRECTNESS
Combinatorics	Algorithms, automata, words, and constructive combinatorics	greedy process	greedy analysis			GREEDY ANALYSIS
Algebra	Analytic estimates and asymptotics	approximation sequence	greedy approximation		approximation	GREEDY APPROXIMATION
Combinatorics	Pigeonhole, extremal principle, and averaging	blocking sets	greedy blocking		extremal	GREEDY BLOCKING
Combinatorics	Pigeonhole, extremal principle, and averaging	choices	greedy choice		construction	GREEDY CHOICE
Combinatorics	Pigeonhole, extremal principle, and averaging	covered objects	greedy coverage		covering	GREEDY COVERAGE
Combinatorics	Algorithms, automata, words, and constructive combinatorics	embeddings	greedy embedding		construction	GREEDY EMBEDDING
Algebra	Extremal methods, monotonicity, and invariants	paths	greedy extremal path		extremal	GREEDY EXTREMAL PATH
Combinatorics	Algorithms, automata, words, and constructive combinatorics	greedy counterexample	greedy failure analysis		counterexample	GREEDY FAILS
Combinatorics	Algorithms, automata, words, and constructive combinatorics	intervals	greedy interval lemma	greedy interval lemma		GREEDY INTERVAL LEMMA
Algebra	Discrete functions, floors, rounding, and base representation	intervals	greedy interval decomposition		decomposition	GREEDY INTERVALS
Combinatorics	Pigeonhole, extremal principle, and averaging	extremal size	greedy lower bound		lower bound	GREEDY LOWER BOUND
Combinatorics	Pigeonhole, extremal principle, and averaging	packings	maximal greedy packing		extremal/packing	GREEDY MAXIMAL PACKING
Combinatorics	Algorithms, automata, words, and constructive combinatorics	components/parts	greedy merging		construction	GREEDY MERGING
Combinatorics	Pigeonhole, extremal principle, and averaging	choices	greedy method		construction	GREEDY METHOD
Combinatorics	Algorithms, automata, words, and constructive combinatorics	partitions	greedy partition		construction	GREEDY PARTITION
Algebra	Discrete functions, floors, rounding, and base representation	rounded values	greedy rounding		rounding	GREEDY ROUNDING
Combinatorics	Algorithms, automata, words, and constructive combinatorics	rules	greedy rule			GREEDY RULES
Number Theory	Sequences, recurrences, and series	stabilizing sequence	greedy stabilization		termination	GREEDY STABILIZATION
Combinatorics	Pigeonhole, extremal principle, and averaging	strategy	greedy strategy		strategy	GREEDY STRATEGY
Combinatorics	Graph theory	trees	greedy tree embedding		construction	GREEDY TREE EMBEDDING
Combinatorics	Games and strategies	adversarial process	greedy/adversarial analysis		strategy	GREEDY/ADVERSARIAL PROCESSES
Algebra	Sequences, recurrences, and series	complete sequence	greedy complete-sequence criterion		construction	GREEDY/COMPLETE SEQUENCE
Combinatorics	Algorithms, automata, words, and constructive combinatorics	codes/trees	Huffman greedy algorithm	Huffman coding	optimization	GREEDY/HUFFMAN
Combinatorics	Algorithms, automata, words, and constructive combinatorics	inductive construction	greedy induction		induction	GREEDY/INDUCTION
Combinatorics	Combinatorial optimization	matroid parity	greedy/matroid parity	Matroid parity	optimization	GREEDY/MATROID PARITY
Combinatorics	Algorithms, automata, words, and constructive combinatorics	schedules	greedy scheduling		optimization	GREEDY/SCHEDULING
Combinatorics	Algorithms, automata, words, and constructive combinatorics	state transitions	greedy state transition			GREEDY/STATE TRANSITIONS
Combinatorics	Coloring, tiling, grids, and invariants	grid	grid argument			GRID ARGUMENT
Combinatorics	Coloring, tiling, grids, and invariants	grid arithmetic	coordinate/grid arithmetic			GRID ARITHMETIC
Combinatorics	Graph theory	grid graph bandwidth	bandwidth of grid graph		optimization	GRID BANDWIDTH
Combinatorics	Set systems, posets, and extremal set theory	grid chains	chain decomposition in grid poset			GRID CHAINS
Combinatorics	Coloring, tiling, grids, and invariants	grid colorings	grid coloring		coloring	GRID COLORINGS
Combinatorics	Coloring, tiling, grids, and invariants	grid colouring	grid coloring		coloring	GRID COLOURING
Combinatorics	Graph theory	grid components	component analysis			GRID COMPONENTS
Combinatorics	Graph theory	grid connectivity	connectivity in grid graph			GRID CONNECTIVITY
Combinatorics	Coloring, tiling, grids, and invariants	grid cells	grid counting		counting	GRID COUNTING
Combinatorics	Combinatorial algebra and counting	grid graph	grid graph construction		construction	GRID GRAPH CONSTRUCTION
Combinatorics	Graph theory	grid Hamiltonian cycles	Hamiltonian cycle in grid graph			GRID HAMILTONIAN CYCLES
Combinatorics	Graph theory	grid Hamiltonian paths	Hamiltonian path in grid graph			GRID HAMILTONIAN PATHS
Combinatorics	Combinatorial geometry	grid incidence	incidence counting			GRID INCIDENCE
Combinatorics	Coloring, tiling, grids, and invariants	grid induction	induction on rows/columns		induction	GRID INDUCTION
Algebra	Polynomials and algebraic manipulation	grid interpolation	interpolation on grid			GRID INTERPOLATION
Algebra	Extremal methods, monotonicity, and invariants	grid configurations	grid invariant		invariant	GRID INVARIANT
Combinatorics	Coloring, tiling, grids, and invariants	grid configurations	grid invariants		invariant	GRID INVARIANTS
Combinatorics	Geometric inequalities and optimization	grid sets	isoperimetric inequality on grid		extremal	GRID ISOPERIMETRY
Combinatorics	Graph theory	grid labeling	labeling grid graph			GRID LABELING
Combinatorics	Metric geometry	grid metric	L1/Manhattan distance			GRID METRIC
Algebra	Extremal methods, monotonicity, and invariants	grid configuration	grid monotonicity		monotonicity	GRID MONOTONICITY
Combinatorics	Algorithms, automata, words, and constructive combinatorics	grid motion	motion on grid			GRID MOTION
Combinatorics	Coloring, tiling, grids, and invariants	grid operations	grid transformation/invariant			GRID OPERATIONS
Algebra	Extremal methods, monotonicity, and invariants	grid packing	extremal grid packing		extremal/packing	GRID PACKING/EXTREMAL
Combinatorics	Coloring, tiling, grids, and invariants	grid parity	parity coloring		parity	GRID PARITY
Geometry	Geometry-flavored algebra	grid polygons	lattice polygon geometry			GRID POLYGONS
Combinatorics	Algorithms, automata, words, and constructive combinatorics	grid process	process on grid			GRID PROCESS
Combinatorics	Coloring, tiling, grids, and invariants	grid puzzles	grid invariant/puzzle strategy			GRID PUZZLES
Combinatorics	Graph theory	grid reconfiguration	reconfiguration on grid			GRID RECONFIGURATION
Combinatorics	Coloring, tiling, grids, and invariants	grid rectangles	rectangle counting/tiling			GRID RECTANGLES
Combinatorics	Combinatorial geometry	grid separation	separating grid points			GRID SEPARATION
Combinatorics	Graph theory	grid Steiner tree	Steiner tree on grid		optimization	GRID STEINER TREE
Combinatorics	Algorithms, automata, words, and constructive combinatorics	grid strategy	strategy on grid		strategy	GRID STRATEGY
Combinatorics	Coloring, tiling, grids, and invariants	grid strips	strip decomposition			GRID STRIPS
Combinatorics	Coloring, tiling, grids, and invariants	grid structure	structural grid argument			GRID STRUCTURE
Combinatorics	Combinatorial algebra and counting	grid sums	summing over grid			GRID SUMS
Combinatorics	Algorithms, automata, words, and constructive combinatorics	grid transformations	transformation on grid			GRID TRANSFORMATIONS
Algebra	Polynomials and algebraic manipulation	grid zeros	zero set on grid			GRID ZEROS
Combinatorics	Combinatorial algebra and counting	grid graph	graph model			GRID-GRAPH
Combinatorics	Coloring, tiling, grids, and invariants	grid tilings	tiling invariant			GRID/TILINGS
Combinatorics	Coloring, tiling, grids, and invariants	gridlines	line-grid structure			GRIDLINES
Combinatorics	Set systems, posets, and extremal set theory	grids; posets	product poset structure			GRIDS / POSETS
Combinatorics	Combinatorial geometry	grid coverings	covering grid points		covering	GRIDS/COVERINGS
Algebra	Complex, trigonometric, and Fourier methods	group characters	character theory			GROUP CHARACTERS
Number Theory	Algebraic structures and linear algebra	group exponent	exponent of group			GROUP EXPONENT
Combinatorics	Algebraic structures and linear algebra	group generation	generating set argument			GROUP GENERATION
Algebra	Algebraic structures and linear algebra	group action/invariance	invariance under group action		invariant	GROUP INVARIANCE
Algebra	Algebraic structures and linear algebra	group invariants	invariant under group action		invariant	GROUP INVARIANTS
Number Theory	Algebraic structures and linear algebra	group law	group operation			GROUP LAW
Algebra	Extremal methods, monotonicity, and invariants	groups; involutions	counting involutions; threshold		extremal/counting	GROUP THEORY; COUNTING; INVOLUTIONS; EXTREMAL THRESHOLD
Combinatorics	Algebraic structures and linear algebra	cosets	group/coset method			GROUP/COSET METHOD
Algebra	Extremal methods, monotonicity, and invariants	growth rates	growth balancing		estimation	GROWTH BALANCING
Algebra	Extremal methods, monotonicity, and invariants	growth rates	growth bound		bound	GROWTH BOUND
Algebra	Extremal methods, monotonicity, and invariants	growth condition	growth comparison			GROWTH CONDITION
Algebra	Extremal methods, monotonicity, and invariants	growth regimes	growth dichotomy		case split	GROWTH DICHOTOMY
Algebra	Extremal methods, monotonicity, and invariants	growth process	growth lemma	growth lemma	bound	GROWTH LEMMA
Algebra	Extremal methods, monotonicity, and invariants	quadratics	growth of quadratics		growth comparison	GROWTH OF QUADRATICS
Algebra	Extremal methods, monotonicity, and invariants	growth process	iterative growth argument		growth/termination	GROWTH PROCESS
Algebra	Extremal methods, monotonicity, and invariants	counting growth	growth/counting		counting	GROWTH/COUNTING
Algebra	Polynomials and algebraic manipulation	polynomial systems	Gröbner-style reduction	Gröbner basis	reduction	GRÖBNER-STYLE REDUCTION
Combinatorics	Coding theory	Hadamard code	error-correcting code	Hadamard code		HADAMARD CODE
Algebra	Inequalities and optimization	matrices/determinants	Hadamard inequality	Hadamard inequality	bound	HADAMARD INEQUALITY
Combinatorics	Combinatorial design	Hadamard matrices	orthogonal matrix/design			HADAMARD MATRICES
Combinatorics	Graph theory	graph partitions	Hajnal-type lemma	Hajnal-type lemma		HAJNAL-TYPE LEMMA
Geometry	Trigonometric geometry	half-angle expressions	half-angle algebra			HALF-ANGLE ALGEBRA
Algebra	Inequalities and optimization	half-angle expressions	half-angle inequality		inequality	HALF-ANGLE INEQUALITY
Geometry	Trigonometric geometry	half-angles	half-angle formula			HALF-ANGLES
Combinatorics	Combinatorial geometry	half-planes	half-plane cuts		separation	HALF-PLANE CUTS
Combinatorics	Combinatorial geometry	half-planes	separation by half-plane		separation	HALF-PLANE SEPARATION
Geometry	Geometric inequalities and optimization	half-planes; area	area method with half-planes		area bound	HALF-PLANE/AREA METHOD
Combinatorics	Combinatorial algebra and counting	bipartite matching	Hall matching criterion	Hall's theorem	existence	HALL MATCHING
Combinatorics	Combinatorial algebra and counting	set systems; matchings	Hall principle	Hall's theorem	existence	HALL PRINCIPLE
Combinatorics	Algebraic structures and linear algebra	Hall subgroups	subgroup structure	Hall subgroup		HALL SUBGROUPS
Combinatorics	Combinatorial algebra and counting	expansion condition	Hall-type expansion	Hall's theorem	existence	HALL-TYPE EXPANSION
Combinatorics	Combinatorial algebra and counting	matchings	Hall-type matching	Hall's theorem	existence	HALL-TYPE MATCHING
Combinatorics	Combinatorial algebra and counting	matchings; transversals	Hall-type reasoning	Hall's theorem	existence	HALL-TYPE REASONING

----------------
