Area	Canonical Subtopic	Object tag	Technique tag	Lemma/Theorem tag	Proof role	Raw imported tag
Combinatorics	Graph theory	cycle	Laplacian method			CYCLE LAPLACIAN
Combinatorics	Graph theory	cycle				CYCLE METHOD
Algebra	Equations, substitutions, and transformations	cycle				CYCLE METRIC
Combinatorics	Graph theory	blocks; decomposition; cycle	decomposition			CYCLE STRUCTURE/BLOCK DECOMPOSITION
Combinatorics	Graph theory	cycle				CYCLE-EXTENSION
Combinatorics	Graph theory	graph; cycle				CYCLE-FREE GRAPHS
Combinatorics	Algorithms, automata, words, and constructive combinatorics	cyclic arrangement				CYCLIC ARRANGEMENTS
Algebra, Combinatorics	Combinatorial algebra and counting	cyclic array				CYCLIC ARRAYS
Number Theory	Modular arithmetic and residues	blocks				CYCLIC BLOCKS
Geometry	Circle geometry	cyclic bundle				CYCLIC BUNDLES
Algebra	Discrete functions, floors, rounding, and base representation	cellular automaton				CYCLIC CELLULAR AUTOMATA
Geometry	Circle geometry	cyclic centers				CYCLIC CENTERS
Geometry	Circle geometry		chasing			CYCLIC CHASING
Geometry	Circle geometry	chords				CYCLIC CHORDS
Combinatorics	Coloring, tiling, grids, and invariants	coloring	coloring			CYCLIC COLORING
Geometry	Circle geometry	cyclic condition				CYCLIC CONDITIONS
Combinatorics	General combinatorial structures		construction		construction	CYCLIC CONSTRUCTIONS
Algebra	Equations, substitutions, and transformations		contradiction		contradiction	CYCLIC CONTRADICTION
Algebra	Equations, substitutions, and transformations	denominator; cyclic denominators				CYCLIC DENOMINATORS
Algebra	Equations, substitutions, and transformations	cyclic exponents				CYCLIC EXPONENTS
Algebra	Extremal methods, monotonicity, and invariants		extremal method		extremal choice	CYCLIC EXTREMAL
Algebra	Extremal methods, monotonicity, and invariants		extremal method		extremal choice	CYCLIC EXTREMAL SETS
Algebra	Algebraic structures and linear algebra		group action			CYCLIC GALOIS ACTION
Combinatorics	General combinatorial structures	cyclic gaps				CYCLIC GAPS
Combinatorics	Graph theory	graph				CYCLIC GRAPH
Combinatorics	General combinatorial structures	cyclic group	group action			CYCLIC GROUP ACTION
Geometry	Circle geometry	polygon; cyclic group				CYCLIC GROUPS/REGULAR POLYGONS
Number Theory	Modular arithmetic and residues	cyclic indices				CYCLIC INDEXING
Combinatorics	General combinatorial structures	cyclic indices				CYCLIC INDICES
Geometry	Circle geometry	intersections; cyclic intersections				CYCLIC INTERSECTIONS
Geometry	Circle geometry	locus; cyclic locus				CYCLIC LOCI
Number Theory	Modular arithmetic and residues	matrix; cyclic matrix				CYCLIC MATRICES
Number Theory	Modular arithmetic and residues	cyclic orbit				CYCLIC ORBITS
Geometry	Circle geometry	quadrilateral; diagonal			diagonal argument	CYCLIC ORTHODIAGONAL QUADRILATERALS
Combinatorics	Combinatorial algebra and counting	cyclic pairing	pairing			CYCLIC PAIRING
Geometry	Circle geometry	pentagon				CYCLIC PENTAGONS
Geometry	Circle geometry	polygon				CYCLIC POLYGON
Geometry	Circle geometry	power equality	power-of-a-point style			CYCLIC POWER EQUALITIES
Number Theory	Modular arithmetic and residues	cyclic prefix sums				CYCLIC PREFIX SUMS
Combinatorics	Combinatorial games and processes		process analysis			CYCLIC PROCESS
Number Theory	Modular arithmetic and residues		process analysis			CYCLIC PROCESSES
Algebra	Equations, substitutions, and transformations	cyclic product	contradiction		contradiction	CYCLIC PRODUCT CONTRADICTION
Algebra	Equations, substitutions, and transformations	cyclic product	product trick			CYCLIC PRODUCT TRICK
Geometry	Circle geometry	quadrilateral				CYCLIC QUADRILALS
Geometry	Conics and projective geometry	quadrilateral				CYCLIC QUADRILATERAL / PEDAL CIRCLES / PROJECTIVE STRUCTURE
Geometry	Circle geometry	quadrilateral				CYCLIC QUADRILATERAL RATIOS
Geometry	Circle geometry	pentagon; quadrilateral				CYCLIC QUADRILATERAL/PENTAGON
Geometry	Circle geometry	quadrilateral		Miquel		CYCLIC QUADRILATERALS/MIQUEL FLAVOR
Algebra	Equations, substitutions, and transformations	cyclic radicals				CYCLIC RADICALS
Algebra	Equations, substitutions, and transformations	expression; cyclic rational expression				CYCLIC RATIONAL EXPRESSIONS
Algebra	Inequalities and optimization	cyclic rational expression				CYCLIC RATIONAL INEQUALITY
Geometry	Circle geometry	cyclic ratios	ratio chase			CYCLIC RATIOS
Geometry	Circle geometry	right angles	right-angle cyclicity			CYCLIC RIGHT ANGLES
Geometry	Circle geometry		rotation			CYCLIC ROTATIONS
Algebra	Sequences, recurrences, and series	cyclic sequence				CYCLIC SEQUENCE
Number Theory	Modular arithmetic and residues	cyclic shift operator				CYCLIC SHIFT OPERATOR
Geometry	Circle geometry	side-point configuration	side-point lemma			CYCLIC SIDE-POINT LEMMA
Combinatorics	General combinatorial structures	cyclic arrangement				CYCLIC STRUCTURES
Number Theory	Modular arithmetic and residues	cyclic subgroup				CYCLIC SUBGROUP
Algebra	Equations, substitutions, and transformations	cyclic differences	cyclic subtraction			CYCLIC SUBTRACTION
Geometry	Circle geometry	cyclic sum				CYCLIC SUMMATION
Algebra	Sequences, recurrences, and series		telescoping			CYCLIC TELESCOPING
Combinatorics	General combinatorial structures	path/walk				CYCLIC TRAVERSAL
Algebra	Complex, trigonometric, and Fourier methods	cyclic trigonometric expression	trigonometric method			CYCLIC TRIG
Number Theory	Modular arithmetic and residues	path/walk				CYCLIC WALKS
Geometry	Circle geometry		angle-bisector criterion			CYCLIC/ANGLE-BISECTOR CRITERIA
Geometry	Circle geometry		antiparallel lines			CYCLIC/ANTIPARALLEL LINES
Geometry	Circle geometry		equal angles			CYCLIC/EQUAL-ANGLES
Geometry	Circle geometry	isosceles structure	isosceles reduction			CYCLIC/ISOSCELES STRUCTURE
Geometry	Circle geometry			Miquel		CYCLIC/MIQUEL
Geometry	Circle geometry			Miquel		CYCLIC/MIQUEL FLAVOR
Geometry	Triangle centers and triangle configurations			Nine-point circle		CYCLIC/NINE-POINT
Geometry	Triangle centers and triangle configurations			Orthic triangle lemma		CYCLIC/ORTHIC
Geometry	Triangle centers and triangle configurations			Orthocenter		CYCLIC/ORTHOCENTER
Geometry	Circle geometry		chasing; angle chasing; perpendicular angle chase			CYCLIC/PERPENDICULAR ANGLE CHASE
Geometry	Circle geometry			Power of a Point		CYCLIC/POWER OF A POINT
Geometry	Circle geometry	quadrilateral	angle chasing			CYCLIC/QUADRILATERAL ANGLE CONDITION
Geometry	Circle geometry	quadrilateral				CYCLIC/QUADRILATERAL CENTERS
Geometry	Circle geometry	quadrilateral	chasing			CYCLIC/QUADRILATERAL CHASE
Geometry	Circle geometry	quadrilateral	constraint manipulation			CYCLIC/QUADRILATERAL CONSTRAINTS
Geometry	Circle geometry	quadrilateral	tangency			CYCLIC/QUADRILATERAL TANGENCY
Geometry	Circle geometry			Reim		CYCLIC/REIM
Geometry	Circle geometry		tangency			CYCLIC/TANGENT
Geometry	Circle geometry		tangency			CYCLIC/TANGENTIAL CRITERIA
Geometry	Circle geometry	quadrilateral	tangency			CYCLIC/TANGENTIAL QUADRILATERAL
Geometry	Circle geometry	quadrilateral	tangency			CYCLIC/TANGENTIAL QUADRILATERALS
Geometry	Circle geometry		criterion finding		criterion	CYCLICITY CRITERION
Combinatorics	Graph theory		reduction; cycle-space reduction		reduction	CYCLOMATIC REDUCTION
Number Theory	Algebraic and analytic number theory	expression; cyclotomic expression		Cyclotomic polynomial		CYCLOTOMIC EXPRESSION
Algebra	Polynomials and algebraic manipulation	cyclotomic expression		Cyclotomic polynomial		CYCLOTOMIC FACTOR (X3‚àí1)(X^3-1)(X3‚àí1)
Number Theory	Algebraic and analytic number theory	cyclotomic expression		Cyclotomic polynomial		CYCLOTOMIC FLAVOR
Number Theory	Algebraic and analytic number theory	cyclotomic expression		Cyclotomic polynomial		CYCLOTOMIC UNITS
Combinatorics	Graph theory	graph				DAG/FEEDBACK EDGE SET
Geometry	Metric, convex, and incidence geometry			Danzer-Grünbaum		DANZER-GR√úNBAUM TYPE
Algebra	Analytic estimates and asymptotics	derivative	derivative method	Darboux theorem		DARBOUX PROPERTY OF DERIVATIVES
Combinatorics	Algorithms, automata, words, and constructive combinatorics			de Bruijn sequence		DE BRUIJN FLAVOR
Combinatorics	Algorithms, automata, words, and constructive combinatorics			de Bruijn sequence; Thue-Morse		DE BRUIJN/THUE-MORSE FLAVOR
Algebra	Discrete functions, floors, rounding, and base representation	decimal expansion				DECIMAL STRUCTURE
Combinatorics	Algorithms, automata, words, and constructive combinatorics	decision tree	decision tree/information			DECISION TREES/INFORMATION THEORY
Combinatorics	Set systems, posets, and extremal set theory	decision tree	decision tree/information			DECISION TREES/POSETS
Combinatorics	General combinatorial structures	deck				DECK ARGUMENTS
Combinatorics	Coloring, tiling, grids, and invariants	coloring	coloring			DEFECTIVE COLORING
Algebra	Equations, substitutions, and transformations		degeneracy check		degeneracy check	DEGENERACY CHECK
Geometry	Geometry-flavored algebra	triangles				DEGENERATE TRIANGLES
Combinatorics	Graph theory	degree	averaging			DEGREE AVERAGING
Number Theory	Divisibility, gcd, lcm, and primes	degree	classification		classification	DEGREE CLASSIFICATION
Combinatorics	Graph theory	degree				DEGREE CONDITIONS
Combinatorics	Graph theory	degree	imbalance argument			DEGREE IMBALANCE
Algebra	Extremal methods, monotonicity, and invariants	degree			invariant	DEGREE INVARIANTS
Combinatorics	Graph theory	degree	reduction		reduction	DEGREE REDUCTION
Algebra	Sequences, recurrences, and series	degree sequence; degree				DEGREE SEQUENCE STRATEGY
Combinatorics	Graph theory	degree				DEGREE SETS
Combinatorics	Graph theory	degree				DEGREE STRUCTURE
Algebra	Analytic estimates and asymptotics	degree				DEGREE/ASYMPTOTICS
Combinatorics	Graph theory	degree	counting		counting	DEGREE/COUNTING ARGUMENT
Combinatorics	Graph theory	degree	counting		counting	DEGREE/ENDPOINT COUNTING
Algebra	Polynomials and algebraic manipulation	degree	constraint manipulation; leading coefficient comparison			DEGREE/LEADING-COEF CONSTRAINTS
Algebra	Extremal methods, monotonicity, and invariants	degree				DEGREES/GROWTH
Algebra	Polynomials and algebraic manipulation	degree	leading coefficient comparison			DEGREES/LEADING COEFFICIENT
Combinatorics	Combinatorial games and processes	game; deletion game				DELETION GAMES
Combinatorics	Combinatorial games and processes		process analysis			DELETION PROCESS
Number Theory	Divisibility, gcd, lcm, and primes	denominator	denominator clearing			DENOMINATOR CLEARING
Algebra	Equations, substitutions, and transformations	denominator	comparison			DENOMINATOR COMPARISON
Number Theory	Divisibility, gcd, lcm, and primes	denominator	denominator control			DENOMINATOR CONTROL
Algebra	Extremal methods, monotonicity, and invariants	denominator				DENOMINATOR GROWTH
Algebra	Equations, substitutions, and transformations	denominator	rewriting			DENOMINATOR REWRITING
Combinatorics	Graph theory	graph; dense bipartite graph				DENSE BIPARTITE GRAPHS
Algebra	Equations, substitutions, and transformations	dense classes	density argument			DENSE CLASSES
Combinatorics	Combinatorial algebra and counting	density	counting		counting	DENSITY COUNTING
Combinatorics	General combinatorial structures	decomposition; density	decomposition; density decomposition			DENSITY DECOMPOSITION
Combinatorics	Additive/combinatorial number theory	density	density increment			DENSITY INCREMENT
Algebra	Equations, substitutions, and transformations	density				DENSITY MOD 2Œ†
Algebra	Analytic estimates and asymptotics	density				DENSITY OF Q
Algebra	Analytic estimates and asymptotics	density				DENSITY OF RATIONALS
Algebra	Equations, substitutions, and transformations	partitions; density				DENSITY/PARTITION
Geometry	Core Euclidean geometry	density	pigeonhole		pigeonhole	DENSITY/PIGEONHOLE
Combinatorics	Extremal combinatorics		dependent random choice			DEPENDENT RANDOM CHOICE
Algebra	Analytic estimates and asymptotics	bounds; derivative	derivative method		bounding	DERIVATIVE BOUND
Algebra	Analytic estimates and asymptotics	derivative	derivative method			DERIVATIVE TEST
Geometry	Conics and projective geometry			Desargues		DESARGUES / PROJECTIVE FLAVOR
Geometry	Conics and projective geometry			Desargues		DESARGUES/ORTHOLOGY
Geometry	Spatial geometry			Descartes circle theorem		DESCARTES/SODDY SPHERES
Algebra	Polynomials and algebraic manipulation		descent			DESCENT / FACTORIZATION
Algebra	Polynomials and algebraic manipulation		descent			DESCENT/FACTORIZATION
Algebra	Extremal methods, monotonicity, and invariants		descent			DESCENT/FLANKING SQUARES
Algebra	Extremal methods, monotonicity, and invariants		descent	Unique factorization		DESCENT/UFD FLAVOR
Combinatorics	Set systems, posets, and extremal set theory	design				DESIGN
Combinatorics	Set systems, posets, and extremal set theory	design	constraint manipulation			DESIGN CONSTRAINTS
Combinatorics	Set systems, posets, and extremal set theory	design	construction		construction	DESIGN CONSTRUCTION
Combinatorics	Set systems, posets, and extremal set theory	design	construction		construction	DESIGN-ISH CONSTRUCTION
Combinatorics	Set systems, posets, and extremal set theory	design; Steiner triple system		Steiner triple system		DESIGNS (STS)
Combinatorics	Set systems, posets, and extremal set theory	design; Steiner triple system		Steiner triple system		DESIGNS / STEINER TRIPLE SYSTEMS
Combinatorics	Set systems, posets, and extremal set theory	design	counting; double counting		counting; double counting	DESIGNS/DOUBLE COUNTING
Number Theory	Divisibility, gcd, lcm, and primes	determinant				DETERMINANT 1
Geometry	Geometry-flavored algebra	geometric configuration; determinant				DETERMINANT GEOMETRY
Geometry	Geometry-flavored algebra	determinant				DETERMINANT IDENTITY
Algebra	Inequalities and optimization	determinant				DETERMINANT INEQUALITIES
Algebra	Algebraic structures and linear algebra	determinant	linearity			DETERMINANT LINEARITY
Algebra	Algebraic structures and linear algebra	determinant				DETERMINANT MAP
Algebra	Algebraic structures and linear algebra	determinant				DETERMINANTAL/ALTERNATING STRUCTURE
Combinatorics	Combinatorial games and processes		process analysis			DETERMINISTIC PROCESS
Algebra	Equations, substitutions, and transformations	diagonal	diagonalization		diagonal argument	DIAGONAL ARGUMENT
Geometry	Core Euclidean geometry	diagonal	comparison		diagonal argument	DIAGONAL COMPARISON
Geometry	Geometry-flavored algebra	coordinate setup; diagonal	coordinate bash		diagonal argument	DIAGONAL COORDINATES
Combinatorics	Set systems, posets, and extremal set theory	diagonal			diagonal argument	DIAGONAL LATIN ARRAYS
Algebra	Equations, substitutions, and transformations	diagonal	diagonal maximum		diagonal argument	DIAGONAL MAXIMA
Geometry	Core Euclidean geometry	diagonal			diagonal argument	DIAGONAL RATIOS
Algebra	Equations, substitutions, and transformations	diagonal			diagonal argument	DIAGONAL SUBSTITUTION
Combinatorics	General combinatorial structures	diagonal	compactness		compactness; diagonal argument	DIAGONAL/COMPACTNESS STYLE
Algebra	Equations, substitutions, and transformations	diagonal	construction; thresholding		construction; diagonal argument	DIAGONAL/THRESHOLD CONSTRUCTION
Algebra	Extremal methods, monotonicity, and invariants	diameter	extremal method		extremal choice	DIAMETER EXTREMAL
Geometry	Metric, convex, and incidence geometry	geometric configuration; diameter				DIAMETER GEOMETRY
Combinatorics	General combinatorial structures	diameter	parity		parity	DIAMETER PARITY
Geometry	Metric, convex, and incidence geometry	partitions; diameter				DIAMETER PARTITIONS
Geometry	Metric, convex, and incidence geometry	diameter				DIAMETER THEOREM
Combinatorics	General combinatorial structures	dice				DICE/OPPOSITE FACES
Combinatorics	General combinatorial structures		dichotomy		dichotomy	DICHOTOMY
Algebra	Polynomials and algebraic manipulation			Dickson polynomials; Chebyshev polynomials		DICKSON/CHEBYSHEV-TYPE SUBSTITUTION
Geometry	Core Euclidean geometry	differences				DIFFERENCE IDENTITY
Number Theory	Divisibility, gcd, lcm, and primes	differences				DIFFERENCE OF CUBES
Combinatorics	General combinatorial structures	differences				DIFFERENCE REPRESENTATIONS
Number Theory	Divisibility, gcd, lcm, and primes	differences	difference trick			DIFFERENCE TRICK
Algebra	Equations, substitutions, and transformations	differences				DIFFERENCES
Algebra	Analytic estimates and asymptotics	differential equation/operator				DIFFERENTIAL EQUATION
Algebra	Equations, substitutions, and transformations	equations; differential equation/operator				DIFFERENTIAL EQUATIONS
Algebra	Analytic estimates and asymptotics	differential equation/operator				DIFFERENTIAL OPERATORS
Algebra	Extremal methods, monotonicity, and invariants	differential equation/operator	rigidity			DIFFERENTIAL RIGIDITY
Algebra	Functional equations	differential equation/operator				DIFFERENTIAL-FUNCTIONAL EQUATION
Algebra	Discrete functions, floors, rounding, and base representation	digit function				DIGIT MAP
Algebra	Discrete functions, floors, rounding, and base representation	digit function				DIGIT METHOD
Algebra	Discrete functions, floors, rounding, and base representation	permutation; digit function				DIGIT PERMUTATIONS
Combinatorics	Graph theory	graph	condensation			DIGRAPH CONDENSATION
Combinatorics	Graph theory	graph				DIGRAPHS
Combinatorics	Graph theory	graph; cycle				DIGRAPHS/CYCLES
Geometry	Spatial geometry	dihedral angle				DIHEDRAL ANGLE
Combinatorics	General combinatorial structures	dihedral symmetry				DIHEDRAL SYMMETRY
Algebra	Equations, substitutions, and transformations			Dilation		DILATION EQUATION
Number Theory	Divisibility, gcd, lcm, and primes			Dilation		DILATION TRICK
Combinatorics	Set systems, posets, and extremal set theory	poset		Dilworth		DILWORTH
Combinatorics	Set systems, posets, and extremal set theory	poset		Dilworth		DILWORTH-TYPE THEOREM
Combinatorics	Set systems, posets, and extremal set theory	poset		Dilworth; Mirsky		DILWORTH/MIRSKY
Combinatorics	Set systems, posets, and extremal set theory	poset		Dilworth; Mirsky		DILWORTH/MIRSKY FLAVOR
Combinatorics	Set systems, posets, and extremal set theory	poset		Dilworth; Mirsky		DILWORTH/MIRSKY-TYPE REASONING
Algebra	Algebraic structures and linear algebra	dimension				DIMENSION
Combinatorics	Combinatorial algebra and counting	dimension				DIMENSION COUNT
Geometry	Core Euclidean geometry	dimension	obstruction		obstruction	DIMENSION OBSTRUCTION
Combinatorics	General combinatorial structures	set function	diminishing returns			DIMINISHING RETURNS
Number Theory	Diophantine equations				degeneracy check	DIOPHANTINE CHECK
Geometry	Geometry-flavored algebra	coordinate setup	coordinate bash			DIRECTED ANGLES / COORDINATES
Geometry	Core Euclidean geometry	directed distances	directed-length chase			DIRECTED DISTANCES
Combinatorics	Graph theory	directed edges				DIRECTED EDGES
Combinatorics	Graph theory	cycle; directed Euler cycle				DIRECTED EULER CYCLES
Combinatorics	Graph theory	directed expansion	expansion argument			DIRECTED EXPANSION
Algebra	Functional equations	graph; functional graph				DIRECTED FUNCTIONAL GRAPH
Combinatorics	Graph theory	graph; functions; directed graph				DIRECTED GRAPHS / POTENTIAL FUNCTIONS / WORST-CASE STRATEGY
Combinatorics	Graph theory	graph; directed graph				DIRECTED GRAPHS/TOURNAMENTS
Combinatorics	Graph theory	grid; directed grid	connectivity			DIRECTED GRID CONNECTIVITY
Algebra	Inequalities and optimization	directed inequalities	directed inequality			DIRECTED INEQUALITIES
Combinatorics	Graph theory	directed process	directed process			DIRECTED MOTION
Combinatorics	Graph theory	graph				DIRECTED MULTIGRAPHS
Combinatorics	Graph theory	path/walk; directed path	path construction			DIRECTED PATHS
Combinatorics	Graph theory		process analysis			DIRECTED PROCESS
Combinatorics	Graph theory	reachability relation	reachability			DIRECTED REACHABILITY
Combinatorics	Graph theory	directed relation	orientation argument			DIRECTED RELATIONS BY AGE
Geometry	Core Euclidean geometry		similarity			DIRECTED SIMILARITY
Geometry	Geometry-flavored algebra	triangles; directed triangles				DIRECTED TRIANGLES
Geometry	Metric, convex, and incidence geometry	direction classes	direction classification			DIRECTION CLASSES
Combinatorics	General combinatorial structures			Dirichlet principle		DIRICHLET
Combinatorics	General combinatorial structures			Dirichlet principle		DIRICHLET CONVOLUTION MOD 2
Algebra	Analytic estimates and asymptotics	Dirichlet kernel		Dirichlet principle		DIRICHLET KERNEL
Number Theory	Algebraic and analytic number theory	series; Dirichlet series		Dirichlet principle		DIRICHLET SERIES
Algebra	Analytic estimates and asymptotics			Dirichlet principle		DIRICHLET TEST
Number Theory	Number theory constructions and pigeonhole			Dirichlet theorem; Dirichlet principle		DIRICHLET THEOREM
Number Theory	Number theory constructions and pigeonhole			Dirichlet principle		DIRICHLET-STYLE ARGUMENT
Geometry	Core Euclidean geometry			Dirichlet approximation; Minkowski; Dirichlet principle		DIRICHLET/MINKOWSKI
Combinatorics	Coloring, tiling, grids, and invariants	coloring	coloring; discharging			DISCHARGING/COLORING
Combinatorics	Coloring, tiling, grids, and invariants		counting; discharging		counting	DISCHARGING/LOCAL COUNTING
Algebra	Analytic estimates and asymptotics	discontinuities				DISCONTINUITIES

----------------
